Element Name,Windows NT,Win95,Win32s,Subsystem,Import Library,Header File,Platform Notes,History,Unicode,ElementType
PR_AUTO_FORWARDED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_BODY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_BODY_CRC,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_BUSINESS_FAX_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_BUSINESS_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_BUSINESS2_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CALLBACK_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CAPABILITIES_TABLE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CAR_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CLIENT_SUBMIT_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_COMMENT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_COMMON_VIEWS_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_COMPANY_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTAINER_CLASS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTAINER_CONTENTS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTAINER_FLAGS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTAINER_HIERARCHY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTAINER_MODIFY_VERSION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTENT_CONFIDENTIALITY_ALGORITHM_ID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTENT_CORRELATOR,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTENT_COUNT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTENT_IDENTIFIER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTENT_INTEGRITY_CHECK,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTENT_LENGTH,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTENT_RETURN_REQUESTED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTENT_UNREAD,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTENTS_SORT_ORDER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTROL_FLAGS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTROL_ID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTROL_STRUCTURE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONTROL_TYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONVERSATION_INDEX,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONVERSATION_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONVERSATION_PR_CONVERSION_EITS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONVERSION_PROHIBITED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONVERSION_WITH_LOSS_PROHIBITED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CONVERTED_EITS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CORRELATE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CORRELATE_MTSID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_COUNTRY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CREATE_TEMPLATES,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CREATION_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CREATION_VERSION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_CURRENT_VERSION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DEF_CREATE_DL,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DEF_CREATE_MAILUSER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DEFAULT_STORE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DEFAULT_VIEW_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DEFERRED_DELIVERY_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DELEGATION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0.a,No,property
PR_DELETE_AFTER_SUBMIT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DELIVER_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DELIVERY_POINT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0.a,No,property
PR_DELTAX,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DELTAY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DEPARTMENT_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DEPTH,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DETAILS_TABLE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DISC_VAL,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DISCARD_REASON,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DISCLOSURE_OF_RECIPIENTS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DISCRETE_VALUES,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DISPLAY_BCC,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DISPLAY_CC,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DISPLAY_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DISPLAY_TO,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DISPLAY_TYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DL_EXPANSION_HISTORY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_DL_EXPANSION_PROHIBITED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_EMAIL_ADDRESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_END_DATE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_EXPIRY_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_EXPLICIT_CONVERSION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FILTERING_HOOKS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FINDER_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FOLDER_ASSOCIATED_CONTENTS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FOLDER_TYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FORM_CATEGORY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FORM_CATEGORY_SUB,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FORM_CLSID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FORM_CONTACT_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FORM_DESIGNER_GUID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FORM_DESIGNER_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FORM_HIDDEN,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FORM_HOST_MAP,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FORM_MESSAGE_BEHAVIOR,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_FORM_VERSION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_GENERATION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_GIVEN_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_GOVERNMENT_ID_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_HASATTACH,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_HEADER_FOLDER_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_HOME_FAX_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_HOME_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_HOME2_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ICON,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IDENTITY_DISPLAY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IDENTITY_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IDENTITY_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IMPLICIT_CONVERSION_PROHIBITED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IMPORTANCE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_INCOMPLETE_COPY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_INITIAL_DETAILS_PANE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_INITIALS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_INSTANCE_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IPM_ID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IPM_OUTBOX_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IPM_OUTBOX_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IPM_RETURN_REQUESTED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IPM_SENTMAIL_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IPM_SENTMAIL_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IPM_SUBTREE_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IPM_SUBTREE_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IPM_WASTEBASKET_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_IPM_WASTEBASKET_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ISDN_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_KEYWORD,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_LANGUAGE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_LANGUAGES,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_LAST_MODIFICATION_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_LATEST_DELIVERY_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_LOCALITY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_LOCATION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MAIL_PERMISSION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MAPPING_SIGNATURE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MDB_PROVIDER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_ATTACHMENTS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_CC_ME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_CLASS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_DELIVERY_ID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_DELIVERY_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_DOWNLOAD_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_FLAGS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_RECIP_ME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_RECIPIENTS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_SECURITY_LABEL,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_SIZE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_SUBMISSION_ID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_TO_ME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MESSAGE_TOKEN,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MHS_COMMON_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MINI_ICON,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MOBILE_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MODIFY_VERSION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_MSG_STATUS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_NDR_DIAG_CODE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_NDR_REASON_CODE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_NON_RECEIPT_NOTIFICATION_REQUESTED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_NON_RECEIPT_REASON,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_NORMALIZED_SUBJECT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_NULL,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_OBJECT_TYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_OBSOLETED_IPMS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_OFFICE_LOCATION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORGANIZATIONAL_ID_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIG_MESSAGE_CLASS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGIN_CHECK,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_AUTHOR_ADDRTYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_AUTHOR_EMAIL_ADDRESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_AUTHOR_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_AUTHOR_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_AUTHOR_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_DELIVERY_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_DISPLAY_BCC,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_DISPLAY_CC,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_DISPLAY_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_DISPLAY_TO,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_EITS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SENDER_ADDRTYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SENDER_EMAIL_ADDRESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SENDER_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SENDER_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SENDER_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SENSITIVITY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0.a,No,property
PR_ORIGINAL_SENT_REPRESENTING_ADDRTYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SENT_REPRESENTING_EMAIL_ADDRESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SENT_REPRESENTING_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SENT_REPRESENTING_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SENT_REPRESENTING_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SUBJECT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINAL_SUBMIT_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINALLY_INTENDED_RECIP_ADDRTYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINALLY_INTENDED_RECIP_EMAIL_ADDRESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINALLY_INTENDED_RECIP_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINALLY_INTENDED_RECIPIENT_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINATING_MTA_CERTIFICATE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINATOR_AND_DL_EXPANSION_HISTORY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINATOR_CERTIFICATE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINATOR_DELIVERY_REPORT_REQUESTED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINATOR_NON_DELIVERY_REPORT_REQUESTED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINATOR_REQUESTED_ALTERNATE_RECIPIENT,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_ORIGINATOR_RETURN_ADDRESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_OTHER_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_OWN_STORE_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_OWNER_APPT_ID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PAGER_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PARENT_DISPLAY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PARENT_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PARENT_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PHYSICAL_DELIVERY_BUREAU_FAX_DELIVERY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PHYSICAL_DELIVERY_MODE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PHYSICAL_DELIVERY_REPORT_REQUEST,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PHYSICAL_FORWARDING_ADDRESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PHYSICAL_FORWARDING_ADDRESS_REQUESTED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PHYSICAL_FORWARDING_PROHIBITED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PHYSICAL_RENDITION_ATTRIBUTES,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_POST_OFFICE_BOX,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_POSTAL_ADDRESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_POSTAL_CODE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PREPROCESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PRIMARY_CAPABILITY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PRIMARY_FAX_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PRIMARY_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PRIORITY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PROOF_OF_DELIVERY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PROOF_OF_DELIVERY_REQUESTED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PROOF_OF_SUBMISSION,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PROOF_OF_SUBMISSION_REQUESTED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PROVIDER_DISPLAY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PROVIDER_DLL_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PROVIDER_ORDINAL,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PROVIDER_SUBMIT_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_PROVIDER_UID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RADIO_TELEPHONE_NUMBER,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RCVD_REPRESENTING_ADDRTYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RCVD_REPRESENTING_EMAIL_ADDRESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RCVD_REPRESENTING_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RCVD_REPRESENTING_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RCVD_REPRESENTING_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_READ_RECEIPT_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_READ_RECEIPT_REQUESTED,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_READ_RECEIPT_SEARCH_KEY,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RECEIPT_TIME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RECEIVE_FOLDER_SETTINGS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RECEIVED_BY_ADDRTYPE,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RECEIVED_BY_EMAIL_ADDRESS,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RECEIVED_BY_ENTRYID,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
PR_RECEIVED_BY_NAME,Yes,Yes,No,MAPI,,mapitags.h,,Since MAPI 1.0,No,property
